x,y,y_lower,y_upper
1350.0887717459974,2.601461484928099e-07,2.09133355504318e-07,3.1222773584580284e-07
1289.1623490765714,5.598155917577525e-07,4.500397712832935e-07,6.718913799737911e-07
1134.3352977148026,1.6824682720036884e-06,1.3477172486843685e-06,2.019294938608889e-06
1081.4145399428447,2.19420980400507e-06,1.757640515008471e-06,2.6429261403100336e-06
1070.4199668993337,3.557475368774399e-06,2.8598799763368887e-06,4.269686428781933e-06
